"name","longitude","latitude","prov","day","key"
"firoloida desmarestia",-111.2041667,27.2161111,"idigbio",2007-07-29,"11da7308-87c6-4def-8380-a29b2df4d386"
"firoloida desmarestia",-111.015,27.7533333,"idigbio",2007-07-02,"13c16009-17db-4a75-a2df-67445415780e"
"firoloida desmarestia",-112.1966667,28.8880556,"idigbio",2007-07-31,"14bfdaa1-88a1-45f9-940d-93138d944eb3"
"firoloida desmarestia",-112.9844444,28.7475,"idigbio",2007-07-26,"16cdd812-6868-416f-9151-63ec75a17edd"
"firoloida desmarestia",-101.15,15.9983,"idigbio",1967-03-13,"1aed6756-454a-4035-afad-5817bb141fc5"
"firoloida desmarestia",-110.2905556,26.9736111,"idigbio",2005-11-21,"24dc255a-4c60-4b5e-b6b6-dc5c611213b5"
"firoloida desmarestia",-111.8469444,26.9958333,"idigbio",2007-07-29,"29309a18-d7b5-4519-9325-5175dbecb0e5"
"firoloida desmarestia",-109.2927778,25.4408333,"idigbio",2005-11-19,"2bfd7b5d-63e8-4382-a084-810974fb68ac"
"firoloida desmarestia",-111.8469444,26.9958333,"idigbio",2007-07-29,"308bb556-1a7a-4963-9d5b-9f1467b63c42"
"firoloida desmarestia",-79.885,27.4977,"idigbio",2017-08-16,"35f14d32-7c97-49c0-92d2-7af7ac3dc72f"
"firoloida desmarestia",-113.4336111,29.0891667,"idigbio",2007-07-24,"36bf31ac-8b48-48cb-bed3-5b900cf3e21f"
"firoloida desmarestia",-111.2041667,27.2161111,"idigbio",2007-07-28,"382e5918-608d-4c65-a114-ed9d42d3295f"
"firoloida desmarestia",-111.7669444,28.2325,"idigbio",2007-07-01,"38cccbd9-2a18-4172-9c25-c6b6e802d660"
"firoloida desmarestia",-118.97,-7.7,"idigbio",1967-02-10,"3de590b7-1035-499c-bfb2-f64637c340d8"
"firoloida desmarestia",-112.025,5.5,"idigbio",1967-03-15,"4296fb90-d7be-4fe7-81ef-0e3625d3d8b3"
"firoloida desmarestia",-111.2041667,27.2161111,"idigbio",2007-07-29,"483167f8-88d6-44e2-9898-a18ac597c2c2"
"firoloida desmarestia",-118.85,6.0833,"idigbio",1967-02-03,"48eed73f-93b0-4cc0-930c-74a3654dea8b"
